Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4523,CA-2014-101203,08/11/2014,08/19/2014,Standard Class,CG-32507,Customer 4523,Consumer,United States,City 4523,Maine,32885,East,TEC-1546-19,Furniture,Storage,Product 4523,508.95,4,0.0,83.97
4524,CA-2017-282557,04/06/2015,04/12/2015,Standard Class,CG-64867,Customer 4524,Consumer,United States,City 4524,Utah,42076,West,TEC-4947-29,Furniture,Furnishings,Product 4524,805.5,10,0.6,-32.57
4525,CA-2015-236808,03/04/2017,03/08/2017,Standard Class,CG-45463,Customer 4525,Consumer,United States,City 4525,New York,22300,East,TEC-8917-48,Furniture,Chairs,Product 4525,1051.99,3,0.0,118.7
4526,CA-2015-586123,12/19/2016,12/25/2016,Standard Class,CG-62568,Customer 4526,Corporate,United States,City 4526,Utah,86792,West,TEC-1355-44,Office Supplies,Binders,Product 4526,219.99,1,0.2,78.38
4527,CA-2017-269050,10/10/2015,10/12/2015,Second Class,CG-53437,Customer 4527,Corporate,United States,City 4527,New York,38031,East,TEC-9615-34,Technology,Accessories,Product 4527,2491.98,3,0.0,255.25
4528,CA-2016-536644,12/02/2017,12/10/2017,Standard Class,CG-48338,Customer 4528,Corporate,United States,City 4528,Wisconsin,35989,Central,TEC-3336-92,Furniture,Storage,Product 4528,1127.97,7,0.2,292.79
4529,CA-2017-738267,01/22/2014,01/28/2014,Same Day,CG-16487,Customer 4529,Consumer,United States,City 4529,Kansas,61169,Central,TEC-6182-48,Furniture,Bookcases,Product 4529,792.15,13,0.4,111.28
4530,CA-2017-292239,11/24/2015,11/30/2015,Standard Class,CG-58210,Customer 4530,Corporate,United States,City 4530,Iowa,33880,Central,TEC-4659-14,Technology,Machines,Product 4530,2106.82,3,0.0,362.81
4531,CA-2014-364024,09/18/2017,09/24/2017,Second Class,CG-56613,Customer 4531,Consumer,United States,City 4531,Idaho,29371,West,TEC-5591-28,Technology,Copiers,Product 4531,521.31,12,0.2,115.59
4532,CA-2014-360721,09/07/2017,09/15/2017,Standard Class,CG-25789,Customer 4532,Consumer,United States,City 4532,Ohio,92882,Central,TEC-9982-70,Office Supplies,Supplies,Product 4532,387.14,10,0.7,-3.41
4533,CA-2017-907394,12/09/2017,12/13/2017,First Class,CG-69744,Customer 4533,Consumer,United States,City 4533,Indiana,83278,Central,TEC-7857-84,Technology,Phones,Product 4533,2257.11,14,0.0,606.41
4534,CA-2015-161487,01/09/2016,01/13/2016,Second Class,CG-17118,Customer 4534,Consumer,United States,City 4534,Florida,11111,South,TEC-1618-37,Office Supplies,Supplies,Product 4534,244.05,11,0.0,51.28
4535,CA-2014-306884,04/20/2017,04/22/2017,Standard Class,CG-81284,Customer 4535,Consumer,United States,City 4535,Washington,79447,West,TEC-8881-75,Furniture,Furnishings,Product 4535,1426.86,14,0.2,154.3
4536,CA-2016-246279,08/06/2014,08/10/2014,Standard Class,CG-87937,Customer 4536,Corporate,United States,City 4536,Illinois,56542,Central,TEC-7006-57,Office Supplies,Binders,Product 4536,488.19,13,0.0,138.58
4537,CA-2015-244944,04/02/2015,04/08/2015,Second Class,CG-78179,Customer 4537,Corporate,United States,City 4537,Idaho,39726,West,TEC-8692-18,Office Supplies,Art,Product 4537,83.67,3,0.6,-15.16
4538,CA-2017-160902,11/29/2017,12/03/2017,Standard Class,CG-50902,Customer 4538,Home Office,United States,City 4538,South Carolina,73615,South,TEC-3971-86,Office Supplies,Paper,Product 4538,94.88,14,0.0,29.31
4539,CA-2014-554965,06/11/2015,06/17/2015,Standard Class,CG-93998,Customer 4539,Consumer,United States,City 4539,Massachusetts,17941,East,TEC-8232-13,Furniture,Furnishings,Product 4539,1126.46,4,0.4,-109.22
4540,CA-2014-489008,06/03/2016,06/09/2016,Standard Class,CG-44952,Customer 4540,Consumer,United States,City 4540,Oregon,32935,West,TEC-4356-38,Technology,Accessories,Product 4540,317.77,10,0.0,49.24
4541,CA-2014-479896,12/20/2015,12/26/2015,Second Class,CG-20989,Customer 4541,Consumer,United States,City 4541,Colorado,96261,West,TEC-5576-66,Furniture,Furnishings,Product 4541,1407.84,5,0.7,-28.89
4542,CA-2016-964106,05/11/2015,05/17/2015,First Class,CG-74812,Customer 4542,Home Office,United States,City 4542,Colorado,29596,West,TEC-8913-59,Furniture,Storage,Product 4542,1082.67,10,0.2,293.75
4543,CA-2016-345305,02/02/2017,02/06/2017,Second Class,CG-92951,Customer 4543,Consumer,United States,City 4543,Montana,48269,West,TEC-2941-83,Furniture,Storage,Product 4543,305.17,2,0.4,-19.61
4544,CA-2016-381065,06/25/2014,07/01/2014,Standard Class,CG-92818,Customer 4544,Consumer,United States,City 4544,Rhode Island,60576,East,TEC-4872-97,Office Supplies,Appliances,Product 4544,439.17,5,0.32,56.06
4545,CA-2017-199357,10/16/2014,10/18/2014,Second Class,CG-15627,Customer 4545,Corporate,United States,City 4545,Vermont,83168,East,TEC-5903-48,Furniture,Bookcases,Product 4545,1465.22,12,0.5,-156.53
4546,CA-2016-959809,08/26/2016,09/01/2016,First Class,CG-30359,Customer 4546,Home Office,United States,City 4546,New Mexico,51984,West,TEC-9384-17,Office Supplies,Fasteners,Product 4546,262.71,8,0.6,-44.8
4547,CA-2016-331562,09/23/2015,09/29/2015,Same Day,CG-89180,Customer 4547,Corporate,United States,City 4547,North Carolina,53926,South,TEC-4527-18,Office Supplies,Binders,Product 4547,164.28,9,0.0,4.93
4548,CA-2014-735907,02/05/2015,02/07/2015,Standard Class,CG-34302,Customer 4548,Home Office,United States,City 4548,Ohio,92601,Central,TEC-7727-26,Furniture,Tables,Product 4548,1002.97,6,0.0,141.42
4549,CA-2017-873167,06/12/2014,06/20/2014,Standard Class,CG-61477,Customer 4549,Corporate,United States,City 4549,Virginia,10405,South,TEC-2922-82,Furniture,Tables,Product 4549,658.38,6,0.0,97.4
4550,CA-2015-471755,11/08/2017,11/16/2017,Standard Class,CG-49886,Customer 4550,Consumer,United States,City 4550,Missouri,93799,Central,TEC-9940-61,Technology,Phones,Product 4550,1369.08,14,0.0,184.26
4551,CA-2015-115641,09/01/2014,09/07/2014,Standard Class,CG-62584,Customer 4551,Corporate,United States,City 4551,Texas,99999,Central,TEC-2899-54,Technology,Machines,Product 4551,170.04,11,0.4,-10.56
4552,CA-2016-770264,08/31/2015,09/06/2015,Standard Class,CG-27520,Customer 4552,Consumer,United States,City 4552,Colorado,69766,West,TEC-2262-15,Office Supplies,Supplies,Product 4552,233.49,4,0.4,-9.02
4553,CA-2016-846760,05/08/2014,05/12/2014,Standard Class,CG-97995,Customer 4553,Consumer,United States,City 4553,Alabama,54121,South,TEC-8023-17,Furniture,Storage,Product 4553,1063.28,8,0.2,241.45
4554,CA-2014-206677,03/20/2016,03/26/2016,Standard Class,CG-59335,Customer 4554,Corporate,United States,City 4554,Wisconsin,93613,Central,TEC-2707-53,Technology,Phones,Product 4554,2215.06,3,0.0,301.51
4555,CA-2016-913722,02/10/2015,02/18/2015,Standard Class,CG-95088,Customer 4555,Consumer,United States,City 4555,Tennessee,32348,South,TEC-1707-77,Office Supplies,Appliances,Product 4555,114.46,1,0.5,-24.63
4556,CA-2016-967178,11/24/2014,11/28/2014,Standard Class,CG-44775,Customer 4556,Consumer,United States,City 4556,Idaho,45958,West,TEC-2079-94,Office Supplies,Appliances,Product 4556,298.22,4,0.32,9.88
4557,CA-2017-869423,11/06/2014,11/10/2014,First Class,CG-10503,Customer 4557,Consumer,United States,City 4557,New Mexico,35763,West,TEC-3475-11,Furniture,Storage,Product 4557,949.64,8,0.2,198.95
4558,CA-2015-912733,01/17/2014,01/23/2014,First Class,CG-86687,Customer 4558,Home Office,United States,City 4558,Rhode Island,83102,East,TEC-2665-24,Furniture,Chairs,Product 4558,521.63,3,0.0,60.91
4559,CA-2014-833053,10/21/2014,10/25/2014,Standard Class,CG-28628,Customer 4559,Consumer,United States,City 4559,Kansas,51819,Central,TEC-7802-72,Office Supplies,Labels,Product 4559,134.19,5,0.6,-9.31
4560,CA-2016-967706,04/29/2015,05/07/2015,Standard Class,CG-53301,Customer 4560,Corporate,United States,City 4560,Massachusetts,50139,East,TEC-1029-89,Technology,Phones,Product 4560,661.44,3,0.0,230.44
4561,CA-2017-820399,02/06/2015,02/10/2015,Standard Class,CG-85765,Customer 4561,Home Office,United States,City 4561,Louisiana,36084,South,TEC-1323-13,Technology,Copiers,Product 4561,1398.33,4,0.0,397.92
4562,CA-2015-342286,07/24/2017,07/30/2017,Second Class,CG-35296,Customer 4562,Corporate,United States,City 4562,Maine,45857,East,TEC-5426-40,Technology,Copiers,Product 4562,1067.2,8,0.0,69.69
4563,CA-2016-398965,02/14/2014,02/20/2014,Standard Class,CG-22829,Customer 4563,Corporate,United States,City 4563,Georgia,48106,South,TEC-2816-64,Office Supplies,Binders,Product 4563,403.26,6,0.0,123.49
4564,CA-2015-353149,08/31/2014,09/06/2014,Standard Class,CG-27637,Customer 4564,Corporate,United States,City 4564,Washington,93273,West,TEC-7597-78,Furniture,Furnishings,Product 4564,1382.45,13,0.0,110.32
4565,CA-2016-792021,05/08/2016,05/12/2016,Standard Class,CG-77816,Customer 4565,Consumer,United States,City 4565,Nevada,37041,West,TEC-2762-11,Office Supplies,Supplies,Product 4565,496.36,10,0.0,82.67
4566,CA-2015-149537,03/22/2015,03/30/2015,Standard Class,CG-89385,Customer 4566,Consumer,United States,City 4566,Missouri,72181,Central,TEC-7644-74,Technology,Machines,Product 4566,1154.14,10,0.6,-39.38
4567,CA-2014-986036,06/04/2014,06/12/2014,Second Class,CG-65013,Customer 4567,Consumer,United States,City 4567,Louisiana,32267,South,TEC-5985-48,Technology,Phones,Product 4567,410.07,10,0.2,46.49
4568,CA-2015-329352,10/21/2014,10/23/2014,Second Class,CG-97097,Customer 4568,Corporate,United States,City 4568,New York,47832,East,TEC-9289-12,Furniture,Bookcases,Product 4568,1325.18,14,0.0,123.85
4569,CA-2015-225923,08/27/2017,09/04/2017,First Class,CG-46232,Customer 4569,Consumer,United States,City 4569,Washington,33119,West,TEC-6513-43,Furniture,Storage,Product 4569,483.51,10,0.0,73.09
4570,CA-2017-263941,11/21/2017,11/29/2017,Standard Class,CG-56699,Customer 4570,Home Office,United States,City 4570,Vermont,83618,East,TEC-5867-70,Furniture,Furnishings,Product 4570,462.6,8,0.4,16.89
4571,CA-2014-468758,07/31/2017,08/08/2017,First Class,CG-39606,Customer 4571,Corporate,United States,City 4571,North Carolina,15994,South,TEC-5296-44,Furniture,Storage,Product 4571,1402.97,11,0.7,-35.55
4572,CA-2014-602911,04/03/2015,04/09/2015,Standard Class,CG-10195,Customer 4572,Consumer,United States,City 4572,Idaho,15492,West,TEC-8281-46,Office Supplies,Paper,Product 4572,470.21,13,0.2,115.78
4573,CA-2015-796860,05/09/2014,05/15/2014,Standard Class,CG-37578,Customer 4573,Consumer,United States,City 4573,New Jersey,21733,East,TEC-9532-63,Technology,Copiers,Product 4573,331.15,1,0.4,-22.01
4574,CA-2017-342671,11/20/2017,11/26/2017,Standard Class,CG-86477,Customer 4574,Home Office,United States,City 4574,Rhode Island,18782,East,TEC-9965-83,Technology,Machines,Product 4574,675.34,7,0.2,204.12
4575,CA-2014-385189,04/15/2014,04/17/2014,Standard Class,CG-94232,Customer 4575,Corporate,United States,City 4575,Montana,18394,West,TEC-9020-98,Technology,Phones,Product 4575,442.82,2,0.2,155.71
4576,CA-2016-845330,02/26/2015,03/02/2015,Second Class,CG-61841,Customer 4576,Corporate,United States,City 4576,Florida,75959,South,TEC-7999-80,Office Supplies,Art,Product 4576,245.96,5,0.0,69.55
4577,CA-2017-804625,02/26/2014,03/02/2014,Standard Class,CG-80906,Customer 4577,Home Office,United States,City 4577,Kentucky,70400,South,TEC-2172-84,Technology,Phones,Product 4577,2035.76,11,0.0,586.09
4578,CA-2016-804447,07/07/2014,07/11/2014,Second Class,CG-72149,Customer 4578,Consumer,United States,City 4578,Pennsylvania,85896,East,TEC-8472-95,Furniture,Storage,Product 4578,883.95,5,0.0,184.84
4579,CA-2016-762066,03/06/2017,03/10/2017,Standard Class,CG-17553,Customer 4579,Home Office,United States,City 4579,Delaware,92837,East,TEC-1480-54,Technology,Machines,Product 4579,1683.83,12,0.0,155.93
4580,CA-2016-219971,08/20/2015,08/24/2015,Second Class,CG-83182,Customer 4580,Corporate,United States,City 4580,Oregon,87808,West,TEC-5168-13,Furniture,Bookcases,Product 4580,1093.04,14,0.0,366.42
4581,CA-2015-295653,02/12/2015,02/16/2015,First Class,CG-59766,Customer 4581,Home Office,United States,City 4581,Texas,30708,Central,TEC-3005-12,Furniture,Furnishings,Product 4581,666.8,8,0.6,44.14
4582,CA-2015-527940,02/19/2014,02/23/2014,Standard Class,CG-28566,Customer 4582,Corporate,United States,City 4582,Iowa,38028,Central,TEC-1455-78,Technology,Machines,Product 4582,343.63,6,0.0,37.22
4583,CA-2016-179618,06/16/2014,06/22/2014,First Class,CG-53612,Customer 4583,Consumer,United States,City 4583,North Carolina,61655,South,TEC-9887-97,Technology,Copiers,Product 4583,1229.09,2,0.0,90.94
4584,CA-2014-935470,10/09/2014,10/17/2014,First Class,CG-25778,Customer 4584,Home Office,United States,City 4584,New Mexico,77642,West,TEC-9542-83,Furniture,Storage,Product 4584,866.32,11,0.2,196.4
4585,CA-2015-877190,12/25/2014,12/29/2014,Standard Class,CG-33447,Customer 4585,Corporate,United States,City 4585,Rhode Island,86365,East,TEC-6602-72,Furniture,Storage,Product 4585,775.03,7,0.0,251.25
4586,CA-2017-598662,02/22/2014,02/26/2014,Standard Class,CG-88020,Customer 4586,Consumer,United States,City 4586,Connecticut,89835,East,TEC-4980-63,Technology,Machines,Product 4586,1213.74,1,0.0,384.98
4587,CA-2017-590446,02/07/2017,02/13/2017,Standard Class,CG-43750,Customer 4587,Consumer,United States,City 4587,Idaho,23751,West,TEC-6682-48,Office Supplies,Binders,Product 4587,267.1,7,0.32,-9.85
4588,CA-2016-310743,05/31/2016,06/08/2016,Standard Class,CG-85403,Customer 4588,Home Office,United States,City 4588,Maryland,43881,East,TEC-3384-16,Technology,Machines,Product 4588,138.58,3,0.2,51.33
4589,CA-2015-885178,06/29/2016,07/03/2016,Standard Class,CG-64974,Customer 4589,Home Office,United States,City 4589,Washington,92543,West,TEC-9992-12,Office Supplies,Envelopes,Product 4589,33.04,7,0.0,18.6
4590,CA-2014-549618,08/10/2016,08/14/2016,Standard Class,CG-83783,Customer 4590,Corporate,United States,City 4590,California,70264,West,TEC-4858-35,Technology,Copiers,Product 4590,628.23,4,0.6,-11.59
4591,CA-2014-473018,12/22/2016,12/26/2016,Same Day,CG-22553,Customer 4591,Home Office,United States,City 4591,Louisiana,34952,South,TEC-8092-86,Technology,Phones,Product 4591,1133.7,4,0.7,87.96
4592,CA-2016-331797,05/27/2017,05/31/2017,Standard Class,CG-18769,Customer 4592,Consumer,United States,City 4592,Georgia,37222,South,TEC-5780-55,Technology,Phones,Product 4592,2119.64,10,0.4,324.46
4593,CA-2017-437276,11/26/2017,11/30/2017,Standard Class,CG-44788,Customer 4593,Consumer,United States,City 4593,Virginia,90510,South,TEC-9940-19,Technology,Accessories,Product 4593,2441.93,8,0.32,320.58
4594,CA-2014-850552,08/27/2014,08/29/2014,Standard Class,CG-25418,Customer 4594,Corporate,United States,City 4594,Idaho,30359,West,TEC-9331-24,Technology,Phones,Product 4594,1727.99,1,0.32,150.1
4595,CA-2014-819242,09/08/2015,09/16/2015,Standard Class,CG-36452,Customer 4595,Home Office,United States,City 4595,Oregon,35803,West,TEC-6573-88,Furniture,Furnishings,Product 4595,77.46,13,0.8,-7.77
4596,CA-2014-679579,05/21/2016,05/29/2016,Standard Class,CG-64970,Customer 4596,Corporate,United States,City 4596,California,86681,West,TEC-9471-62,Office Supplies,Labels,Product 4596,13.3,7,0.5,-1.21
4597,CA-2017-810957,01/04/2017,01/12/2017,Standard Class,CG-50282,Customer 4597,Corporate,United States,City 4597,Washington,58585,West,TEC-5028-70,Office Supplies,Supplies,Product 4597,31.4,11,0.0,23.06
4598,CA-2014-421814,05/15/2017,05/19/2017,First Class,CG-25544,Customer 4598,Corporate,United States,City 4598,Mississippi,68941,South,TEC-7119-81,Office Supplies,Binders,Product 4598,345.47,12,0.0,45.11
4599,CA-2016-443605,01/05/2017,01/11/2017,Standard Class,CG-17915,Customer 4599,Corporate,United States,City 4599,New York,37342,East,TEC-5590-96,Furniture,Chairs,Product 4599,1436.07,8,0.0,75.82
4600,CA-2015-361157,06/20/2016,06/26/2016,Second Class,CG-20328,Customer 4600,Consumer,United States,City 4600,California,17626,West,TEC-2968-13,Office Supplies,Supplies,Product 4600,470.73,4,0.0,155.47
4601,CA-2014-493942,07/02/2017,07/06/2017,Standard Class,CG-36246,Customer 4601,Home Office,United States,City 4601,Kansas,47871,Central,TEC-9204-24,Office Supplies,Envelopes,Product 4601,20.13,3,0.0,-15.08
4602,CA-2015-554571,06/21/2014,06/23/2014,Same Day,CG-20933,Customer 4602,Consumer,United States,City 4602,Texas,89240,Central,TEC-6213-78,Furniture,Storage,Product 4602,1209.73,6,0.2,347.67
4603,CA-2016-650988,12/29/2017,01/02/2018,Standard Class,CG-30032,Customer 4603,Corporate,United States,City 4603,Delaware,28701,East,TEC-9597-10,Furniture,Chairs,Product 4603,545.09,6,0.4,39.09
4604,CA-2016-938223,11/11/2016,11/15/2016,Standard Class,CG-10258,Customer 4604,Corporate,United States,City 4604,North Carolina,28714,South,TEC-6086-78,Technology,Accessories,Product 4604,1461.36,7,0.32,248.8
4605,CA-2017-829809,09/21/2017,09/27/2017,Standard Class,CG-37073,Customer 4605,Corporate,United States,City 4605,Wisconsin,55868,Central,TEC-8856-28,Furniture,Tables,Product 4605,685.83,12,0.4,-63.39
4606,CA-2014-285424,04/03/2017,04/09/2017,Standard Class,CG-67476,Customer 4606,Consumer,United States,City 4606,New York,20954,East,TEC-7545-46,Office Supplies,Paper,Product 4606,466.05,12,0.5,56.16
4607,CA-2014-272584,04/22/2015,04/26/2015,Second Class,CG-92472,Customer 4607,Consumer,United States,City 4607,Mississippi,17109,South,TEC-2032-31,Office Supplies,Labels,Product 4607,263.6,2,0.4,-8.28
4608,CA-2015-898864,10/26/2014,11/03/2014,Second Class,CG-94746,Customer 4608,Corporate,United States,City 4608,Connecticut,63584,East,TEC-9289-11,Technology,Machines,Product 4608,629.22,8,0.4,43.51
4609,CA-2017-830493,12/12/2017,12/16/2017,Standard Class,CG-45036,Customer 4609,Consumer,United States,City 4609,Texas,33808,Central,TEC-2737-48,Technology,Phones,Product 4609,2305.31,8,0.32,192.5
4610,CA-2015-523986,06/12/2014,06/16/2014,First Class,CG-25652,Customer 4610,Consumer,United States,City 4610,Florida,24473,South,TEC-1399-96,Technology,Machines,Product 4610,199.2,5,0.0,15.09
4611,CA-2015-954469,09/05/2015,09/13/2015,First Class,CG-64434,Customer 4611,Home Office,United States,City 4611,Alabama,75589,South,TEC-2653-87,Technology,Phones,Product 4611,1452.1,5,0.0,60.8
4612,CA-2016-482763,09/21/2015,09/29/2015,Second Class,CG-10401,Customer 4612,Home Office,United States,City 4612,Minnesota,55936,Central,TEC-6976-28,Office Supplies,Paper,Product 4612,88.17,6,0.0,16.65
4613,CA-2015-403446,07/31/2015,08/02/2015,Standard Class,CG-63639,Customer 4613,Corporate,United States,City 4613,Montana,62246,West,TEC-3750-86,Office Supplies,Art,Product 4613,394.81,10,0.2,57.46
4614,CA-2016-951470,07/13/2016,07/17/2016,Second Class,CG-54009,Customer 4614,Corporate,United States,City 4614,Iowa,96586,Central,TEC-1129-16,Furniture,Tables,Product 4614,1082.71,10,0.0,103.14
4615,CA-2017-183175,11/15/2014,11/19/2014,Standard Class,CG-85074,Customer 4615,Consumer,United States,City 4615,Idaho,76471,West,TEC-3241-75,Technology,Copiers,Product 4615,977.48,8,0.4,151.19
4616,CA-2015-967023,11/04/2015,11/10/2015,Standard Class,CG-40623,Customer 4616,Consumer,United States,City 4616,Texas,12253,Central,TEC-2735-94,Office Supplies,Binders,Product 4616,156.5,14,0.0,1.51
4617,CA-2017-536908,02/08/2015,02/10/2015,First Class,CG-79544,Customer 4617,Corporate,United States,City 4617,Washington,63027,West,TEC-8906-35,Furniture,Chairs,Product 4617,393.19,9,0.2,84.07
4618,CA-2016-301977,07/21/2015,07/27/2015,Same Day,CG-96200,Customer 4618,Home Office,United States,City 4618,Colorado,62526,West,TEC-1531-50,Technology,Accessories,Product 4618,2040.04,3,0.0,668.76
4619,CA-2016-417183,05/11/2016,05/17/2016,Second Class,CG-28043,Customer 4619,Home Office,United States,City 4619,Michigan,94981,Central,TEC-2083-19,Office Supplies,Paper,Product 4619,132.35,13,0.6,17.17
4620,CA-2014-454904,01/31/2014,02/06/2014,Standard Class,CG-22307,Customer 4620,Corporate,United States,City 4620,Idaho,92879,West,TEC-8554-23,Technology,Phones,Product 4620,2166.72,4,0.0,623.32
4621,CA-2014-422811,03/11/2014,03/15/2014,Standard Class,CG-43651,Customer 4621,Corporate,United States,City 4621,Indiana,92534,Central,TEC-8950-83,Office Supplies,Paper,Product 4621,290.57,10,0.0,41.17
4622,CA-2015-980901,04/06/2014,04/12/2014,Standard Class,CG-68134,Customer 4622,Corporate,United States,City 4622,Minnesota,56820,Central,TEC-1625-10,Technology,Accessories,Product 4622,864.25,5,0.0,106.72
4623,CA-2017-847691,04/28/2016,05/04/2016,Second Class,CG-47383,Customer 4623,Home Office,United States,City 4623,Pennsylvania,76015,East,TEC-3026-67,Office Supplies,Appliances,Product 4623,342.87,1,0.7,24.0
4624,CA-2014-913577,06/13/2017,06/21/2017,First Class,CG-38165,Customer 4624,Consumer,United States,City 4624,Nevada,10159,West,TEC-2636-27,Technology,Accessories,Product 4624,2210.44,4,0.0,632.84
4625,CA-2017-222902,07/05/2014,07/11/2014,Standard Class,CG-60899,Customer 4625,Corporate,United States,City 4625,Indiana,84356,Central,TEC-2613-79,Technology,Machines,Product 4625,210.18,5,0.0,25.98
4626,CA-2014-988555,11/15/2015,11/19/2015,Standard Class,CG-26947,Customer 4626,Consumer,United States,City 4626,California,72240,West,TEC-2720-70,Office Supplies,Supplies,Product 4626,201.08,10,0.0,56.62
4627,CA-2015-626926,09/14/2016,09/18/2016,Same Day,CG-87767,Customer 4627,Home Office,United States,City 4627,Delaware,48057,East,TEC-2027-62,Technology,Machines,Product 4627,1626.24,9,0.4,-132.89
4628,CA-2014-436900,09/18/2017,09/24/2017,Standard Class,CG-49422,Customer 4628,Corporate,United States,City 4628,Virginia,26095,South,TEC-2327-64,Furniture,Furnishings,Product 4628,1003.91,7,0.0,263.83
4629,CA-2015-545090,09/27/2017,10/03/2017,Standard Class,CG-88872,Customer 4629,Corporate,United States,City 4629,Mississippi,91547,South,TEC-7742-94,Furniture,Bookcases,Product 4629,60.56,11,0.7,2.52
4630,CA-2014-519706,04/16/2017,04/22/2017,Second Class,CG-11546,Customer 4630,Home Office,United States,City 4630,Alabama,44273,South,TEC-2873-41,Technology,Copiers,Product 4630,2048.74,1,0.8,-210.29
4631,CA-2014-102946,10/14/2016,10/20/2016,First Class,CG-41245,Customer 4631,Corporate,United States,City 4631,Tennessee,19203,South,TEC-2652-19,Technology,Phones,Product 4631,2412.53,14,0.0,262.6
4632,CA-2015-886681,01/29/2016,02/02/2016,Standard Class,CG-42834,Customer 4632,Consumer,United States,City 4632,Florida,55403,South,TEC-7177-11,Furniture,Furnishings,Product 4632,1040.32,8,0.2,223.96
4633,CA-2015-781076,11/03/2017,11/11/2017,First Class,CG-55548,Customer 4633,Consumer,United States,City 4633,Michigan,45564,Central,TEC-1842-41,Furniture,Bookcases,Product 4633,1470.61,3,0.4,173.78
4634,CA-2016-771591,02/07/2016,02/13/2016,Standard Class,CG-72950,Customer 4634,Corporate,United States,City 4634,New Jersey,40432,East,TEC-7059-20,Technology,Machines,Product 4634,1584.84,9,0.0,461.73
4635,CA-2015-385669,10/24/2015,10/30/2015,Standard Class,CG-37430,Customer 4635,Home Office,United States,City 4635,Kansas,47917,Central,TEC-7633-92,Office Supplies,Labels,Product 4635,35.66,12,0.8,-5.84
4636,CA-2015-255157,02/26/2017,03/02/2017,Standard Class,CG-65347,Customer 4636,Corporate,United States,City 4636,Indiana,94059,Central,TEC-8720-91,Technology,Copiers,Product 4636,854.94,8,0.2,238.2
4637,CA-2014-744728,05/05/2015,05/11/2015,Standard Class,CG-54119,Customer 4637,Consumer,United States,City 4637,Virginia,91768,South,TEC-3908-73,Technology,Phones,Product 4637,2246.9,9,0.2,648.05
4638,CA-2017-986238,02/10/2017,02/18/2017,Second Class,CG-20119,Customer 4638,Home Office,United States,City 4638,Massachusetts,17291,East,TEC-7290-54,Technology,Machines,Product 4638,969.58,9,0.0,109.26
4639,CA-2015-956290,07/09/2014,07/13/2014,Standard Class,CG-45974,Customer 4639,Consumer,United States,City 4639,Nevada,90651,West,TEC-7333-16,Technology,Accessories,Product 4639,426.42,13,0.0,119.4
4640,CA-2016-195512,11/12/2015,11/16/2015,Standard Class,CG-56475,Customer 4640,Corporate,United States,City 4640,Oregon,75922,West,TEC-7573-83,Technology,Accessories,Product 4640,2055.44,8,0.32,-125.56
4641,CA-2017-511315,08/09/2015,08/17/2015,Standard Class,CG-64963,Customer 4641,Home Office,United States,City 4641,Iowa,22966,Central,TEC-6939-42,Office Supplies,Art,Product 4641,73.12,10,0.0,-5.87
4642,CA-2014-541632,01/05/2016,01/11/2016,Standard Class,CG-36504,Customer 4642,Corporate,United States,City 4642,Utah,57322,West,TEC-8300-60,Furniture,Furnishings,Product 4642,1474.27,4,0.0,91.38
4643,CA-2015-950633,05/22/2017,05/26/2017,First Class,CG-23245,Customer 4643,Consumer,United States,City 4643,Tennessee,32512,South,TEC-3127-75,Technology,Copiers,Product 4643,2033.55,10,0.2,320.68
4644,CA-2017-343789,05/19/2017,05/25/2017,Standard Class,CG-62364,Customer 4644,Corporate,United States,City 4644,Connecticut,35272,East,TEC-3439-51,Office Supplies,Art,Product 4644,51.86,13,0.2,20.72
4645,CA-2015-439825,08/09/2014,08/13/2014,Standard Class,CG-89918,Customer 4645,Home Office,United States,City 4645,California,15922,West,TEC-5832-67,Technology,Machines,Product 4645,1378.28,5,0.0,116.78
4646,CA-2016-532650,02/03/2016,02/07/2016,Standard Class,CG-86064,Customer 4646,Corporate,United States,City 4646,Alabama,23524,South,TEC-8754-29,Technology,Phones,Product 4646,588.73,10,0.0,143.18
4647,CA-2017-664423,11/09/2016,11/13/2016,Same Day,CG-36362,Customer 4647,Home Office,United States,City 4647,Arizona,41364,West,TEC-4832-37,Office Supplies,Art,Product 4647,80.14,3,0.4,6.27
4648,CA-2015-980877,04/26/2014,05/02/2014,Standard Class,CG-68149,Customer 4648,Consumer,United States,City 4648,Kansas,91319,Central,TEC-8114-22,Office Supplies,Fasteners,Product 4648,174.7,12,0.0,31.47
4649,CA-2015-781884,09/13/2017,09/19/2017,Standard Class,CG-87423,Customer 4649,Home Office,United States,City 4649,California,45503,West,TEC-9946-80,Furniture,Chairs,Product 4649,536.23,12,0.4,-21.2
4650,CA-2016-773660,12/30/2017,01/05/2018,Standard Class,CG-61984,Customer 4650,Consumer,United States,City 4650,New Jersey,43302,East,TEC-1343-59,Technology,Phones,Product 4650,1451.37,9,0.0,198.94
4651,CA-2016-623767,02/21/2014,02/27/2014,Standard Class,CG-99642,Customer 4651,Home Office,United States,City 4651,Tennessee,33407,South,TEC-9175-51,Furniture,Chairs,Product 4651,780.84,10,0.0,44.46
